review,sentiment
"One of the best DS games I ever had. It does not take to be a lawyer to get fully satisfied with this game. Although this is a heavily text-based game (I mean really heavy!), you won't get tired of reading the storylines and following the details. I know you won't find this in any stores nowadays so try to order here at Amazon. This game's one of the best",positive
"I ordered this game based on reviews alone.  It's great!  Will not disappoint.  The only flaw is that some evidence is very specific, even when something else can be objected.  Other than that a great game.  Hope to see a sequel",positive
"The hilarity, adventure, wit and fun of this game is nothing shy of stupendous (amazing great, marvelous).  It has a certain nostaglia to it with a new twist on the adventure/puzzle genre.  <br /><br />Think of all the games that consumed our time back in the day such as King's quest, Police Quest, and Leisure Suit Larry and put it to the tune of trials, evidence and investigation with hints of an RPG, text adventure and anime and you'll land on Phoenix Wright.  <br /><br />It's concept does seem retro but it really is like nothing you have played before.  The star of this show is Phoenix Wright, a lawyer who is new to the scene and must prove is worth with the Fey & Co law offices.  <br /><br />As his first case, you must take on a murder case as the defendant's lawyer.  In court, you will have prove to the court that the defendant is 'not quilty' by cross-examining witness testimonies.  Your object is to find faults and contradictions in their testimony by referencing evidence and prior statements.  You can 'press' them on everything they say to make them open up more about their testimony or to get them to confess more information.  <br /><br />The game doesn't stop there though, after winning your first case you will go on to also investigate the crime scenes, talk to witnesses and find your own evidence for your next case.  Think law and order but you will be handling both sides of the coin.  Sure, there is a detective but he is a bit slow witted and quick to come to mis-conclusions.  <br /><br />That is where you come in, to further investigate all the missing gaps that the detective doesn't fill, to use finding in the investigation to prove your defendant innocent later in court and to provide the court clarity as to what actually happened.  It plays like a puzzle/adventure in that you must find clues and evidence and present them at the correct times (to object to a testimony, prove a contradiction or to trigger an event in a investigation) in order to progress through the game.  These items are stored in your court record.  <br /><br />This game plays more like a interactive comic book and that is definitely not a bad thing.  Most of your time will be spent reading text, I would say this takes up 75% of the game.  This doesn't hurt the game's score any because for 1) the game has a great story and is intriguing around every corner 2) the interaction between the characters is oft times funny and not at all dry.  It reads like a quality script written for a comic book or tv show. <br /><br />The following 25% is interaction, the ability to choose the right option or to present evidence at the right moment of the game.  This interaction goes seamless with the story and fits appropriately with the DS.  As the stylus is greatly utilized for presenting evidence out of your court record and exploring crime scenes.  <br /><br />There is a good reason why this makes most people's top ten DS list.  <br /><br />Graphics: 3.5 out of 5.  Although this game only consist of anime-esque stylings of still life characters that are only slightly animated amongst static backgrounds, the graphics still help carry the story. It looks like the makings of slightly animated, interactive comic book. The character art is well drawn and each character changes looped animations based on their current mood.  However, the graphics could easily have been shown on a lesser system such as the GBA.  Perhaps the graphics have been revamped and enhanced slightly for the DS version. The only real thing that separates it from a GBA title is its use of stylus and its length.  <br /><br />Sound: 4 out 5, good use of sound effects and use of music add suspense and drama to the game.<br /><br />Gameplay: 5.  <br />Story: 5. <br />Replay Value: 3.<br />Overall: 4.5  A must for DS owners",positive
Nothing bad to mention it. this control is the original. works very well. good price,positive
"Ok, I've had this controller for 3 years and nothing happend to it. It has fallen maney times and nothing happend. Some kid wrote<br />that it's a rip off for 24 bucks!!<br />Well thats the best deal you'll get. IT's way better than the stupid bulky xbox controllers. xbox may have better grathics but the games stink and xbox's can catch on fire",positive
"The continuation of the Sims2 game renews the fun for me with every expansion pack.  The smaller expansions in between the big ones, ie. Glamour life stuff and/or Holiday mini-pack are good in my book because I get tired of the same decor and clothing after a while. It's nice to get fresh things. Although, EA could just bundle those small expansions in with one of the bigger ones like Sims2 Nightlife or Sims2 Pets, for examples. <br />Regardless, I still love the Sims2 and I look forward to more enhancements in the future.  :",positive
This is a very interesting game. Lots of places to explore. Game Play is pretty smooth. Sometimes a rapid-fire button will help you a lot. The game is very bookish. With no cut scenes from the movie.<br />It can be fairly complicated at times. With some strange moves to master. Like flying shoes and umbrellas. It's a fun game with good graphics,positive
"The Xbox version of this game is way better. For one, the graphics are enhanced, not crappy like the PS2 version. And second of all loading time and processing time is is literally cut in half. SO DONT BUY THIS VERSION, SUCK IT UP AND BUY AN XBOX. oh and if this game bores you, you either weren't using cheats or u havent played the missions atleast through <br />los santos",positive
"This game has been out for a while. And I have been playing it for a long time now. Have I ever had a boring moment while playing GTA: SA? No... I honestly have cherished every moment of gameplay. Why? Because this game has so much content and capability, that it is not possible to dislike this game if you have actually sat down to play and appreciate it. People giving GTA: SA low ratings must be joking. <br /><br />CONTROL - Superb. When I want my character to do something, he does it, no questions asked. If I want to fire a gun at an enemy, I get to fire the gun without having to put up with errors or jams. If I want to hop in a car and take off, I get to do just that. <br /><br />CONTENT: This game is a vast improvement over even GTA III. There is so much to do, that it is impossible to ever get bored. Every second is entertaining... there is always something to work on and/or improve. Challenging missions are everywhere; and if you don't want to do missions you can go lift weights, build up your muscles... or you can go put some neat features/colors on your personal cars. <br /><br />RADIO: Good stations that have songs that cover just about any genre.<br /><br />GRAPHICS: Of course there is always room to make graphics better, but the graphics on this game were very good, despite there being so much on the disk. This game covers everything, and there is never really a let-down. <br /><br />If you haven't bought/played this game, I suggest that you do. It is worth every penny, and will keep you entertained for accumulated weeks at a time. Good luck",positive
"As far as football games go over the last 3 or 4 years NCAA football has been the best. This year so far is no different. I got the Madden and haven't even started the season yet because it comes out so early none of the rosters are anywhere near close. I play with the Cowboys and had to create 8 players. Also the gameplay for Madden is so unrealistic a linebacker can intercept everything. To me since about 2003 NCAA has looked better and played much better than Madden. The players on Madden look so little for some reason.  You can control your players alot easier on NCAA. The trick to the momentum meter on this game is to try to get a good lead early and after that it is alot easier. One thing I dont like about this game is that for the past 2 years they have taken off the special intro's to add all that other junk. See i play with Miami and they always run thru smoke at the beginning but they took it out 2 years ago, why? Also they used to show Notre Dame walk down their stairs but they took that off too. Also for the last 2 years I havent won the heisman even though I had better stats. Other than that the game is solid, haven't played the Superstar mode yet. For football fans this game is worth a buy",positive
"Basically if you like 04,05 And 06 you will like this game as nothing but the rankings really has changed. its the same commentary, gameplay and a few new graphics. I Like it as its a lot of fun. im glad they didnt change it. Remember the old saying if it aint broke dont fix it. This is a great game to play and as close to being there as you can ge",positive
"I've been playing NCAA 2007 for a few weeks now, and here are my thoughts:<br />1) The game simply does as good a job at capturing the feeling of it's sport as any other game.  Anyone who has been to a big-time SEC game understands that the stadium does shake.<br />2) I did not play the career mode, I simply prefer control over the whole program.<br />3) Gameplay is very strong, anyone who has played NCAA or Madden in the past will notice the tightening up of the controls.<br />4) I personally do not like the first person camera on special teams plays, it makes it frustratingly difficult to return kicks.<br />5) Likewise I could do without the auto slo-motion on key plays.  It absolutely destroys the flow of the play to highlight a catch or hit during the play.  EA, that's what replay is for.<br />6) The system is annoyingly apt to hit me with unsportsmanlike conduct penalties, not just on TD's but simple catches or defensive plays.<br />7)You now have more control over recruiting with in-season recruiting, including mulitple pitches and on-campus visits.<br />8)After all these versions can EA come up with a new set of unlockables.  Changing the logo, or the sponsor(!) does not a new unlockable make",positive
"No other game looks or plays like this; The missions and locations are varied and colorful; The villians range from a fat guy with dynamite strapped to his person to corrupt law officials; And, as usual, Rockstar keeps the game play challenging but not overly frustrating; Lots of unlockables offer high replay. This is one of the most unique and best looking games on any system, period. I still throw this one in every 6 months for another go thru. The story is straightforward and engaging; Lots of really interesting concepts(machinegun in the coffin, crazy midgets, that whole 'dead-eye' thing...)and it controls very well. Another great game from an outstanding company. Hopefully a sequel is in the works.   ",positive
"im a western fanatic i just love the wild west. I try to get my eyes or hands on anything western, wild west tech, desperados, wild wild west, gbatu, so far this game is AWESOME i cant wait for the new western game GUN coming out in nov. one thing this game needs though is... the good the bad and the ugly theme :)<br />that would make this game perfect but untill they dicide to add it im loopin the song on my cd player with the tv volume down almost all the way just enough to here what there saying",positive
"this is a good solid game i love it but very hard in throught the game also no one i lnow no company i know has done a good old western game like this rockstar is truely the best company gaming ever in the world still will be with more games coming like manhunt 2, the warriors, bully, and the world famous gta (grand theft auto) series <br /><br />graphics 9/10<br />sound 8/10<br />gameplay 7.5/10<br /><br />overall 8.3 <br /><br />who ever does'nt have it get it is the best western game ever",positive
"Very good stealth type game. This game is really addicting and keeps you playing. Its a really intense game, and gets harder level by level. One of them games where it makes you think, you gotta think what your next move should be. Like coming up to a room and theres 2 guards patrolling it, should you take them out? Or sneak past them? Alot of stuff like that. Hands down a really fun game",positive
"This is a pretty decent looking Diablo-style RPG game that adds another chapter to the game Sacred. In Underworld, you explore more areas farther north in the world of Ancaria. I found the new levels were not super great for being fun to explore, rather difficult and a little confusing, but there are interesting new quests, and the original game world is nicely expanded and can be played with 2 new characters, the Dwarf and Demoness. The original Sacred game has been known to have a lot of small bugs and glitches, which many were eliminated or minimized thanks to the Underworld epansion pack",positive
"I bought this after it had been out a year, so not as much available on line as there was a year ago, also it is a German game, so limited USA playing.  But I loved the first Sacred & I also loved Sacred underworld, if you don't plan on on line playing Sacred is worth the money",positive
"As the title suggests Sacred Underworld is pretty much the same as Sacred but a little better.  So if you like Sacred, Sacred Underworld is very well worth playing. ",positive
As far as wireless bridges go this item is expensive. Some can be had for 40-50$ at other sites. BUT those items are a seperate item with another plug and would require more space. <br /><br />This adapter is designed to work perfectly with the the 360 and does just that. It connects to the back of the console (and HD DVD drive if you purchase that) and use the power of the 360. It doesn't take up any extra space and has a strong connection.<br /><br />I would recommend it to anyone that has a wireless network in their home,positive
"My television is in a completely different part of my house from my high speed internet connection, so while I wasn't thrilled to dish out extra money for this adapter, I have to say it was completely worth it.  Since I figured out how to set up my home wireless network and coordinate that with the 360, I get a very strong connection and have had no problems staying connected.<br /><br />The only issue I had was that when I first set up the adapter I didn't known enough about wireless networks to have everything clicking together.  At first the 360 would access Xbox Live, but was using other nearby wireless networks because I did not give the 360 the password ID to access my Linksys router.  I live in center city Philadelphia, and by default the adapter was picking up and using whatever open wireless networks were available.  The range must be good, because it would register about six or seven other networks of varying strengths.  <br /><br />Once I figured out that my Linksys router had a password code (I think it is a WEP number) I was able to punch the router's ID into the 360 and the 360 then automatically connected to the secure wireless router in my home.  I have never had a single issue since.  I don't think this delay in the optimal setup was anyone's fault but my own, since I was pretty ignorant of how wireless networks are set up but I have a feeling it may happen to others.<br /><br />All in all, I think that having a secure wireless network at home is what will become standard in the next few years.  This adapter works great, is small and disappears behind the console, reduces the clutter of wires, and allows you to keep your computer and high speed connection separate and distinct from your television area.  It was definitely a worthy purchase",positive
"Overall, I am pretty happy with this unit.  My only complaint is it is a little underpowered as far as grabbing my router signal.  My laptop has 5 bars in the basement, but I can typically only get two on the Xbox 360 with this adapter.  Because of this, it does drop its signal occasional with my Linksys WRT54GS Router.  However, it is also about 50 ft. away (assuming a direct line) with two floors and several walls in the way.  Still, using this unit was much better than figuring out how to hardwire my Xbox from two floors away.  <br /><br />Setup was a breeze.  I plugged it in (it snaps nicely into the back of the 360 and plugs into the nearby USB using a short cord), went to the network setting on the 360, selected the wireless slot, found my network, and typed in my WPA key for my router.  Done.  It took all of 5 minutes start to finish.<br /><br />Until buying this, I just dragged a 100' ethernet cable down the steps and through doorways anytime I wanted to connect to XBox Live.  What a pain!  This is not a perfect solution if you have a lot of space and stuff between your router and Xbox 360, but is fine for my needs, which mostly includes downloading from XBox Marketplace, and occasional online play.  If you are an avid XBox Live player, and you setup is like mine, you might want to consider a hardwire solution.  You may ocassionally lose your signal in the middle of a game.",positive
"All I had to do was plug it into the console and bring up XBox Live and it connected.  The only thing I did not like is that I would have preferred an Ethernet connection in lieu of the USB connection.  Other than that, the product worked as intended",positive
"Well, I must say after purchasing the Linksys WGA11B Wireless-B Game Adapter that while yes this adapter is overpriced, it does work and considering that I only got the Linksys adapter to work once and then it shut down in the middle of an update I must say the price looked worth it. <br /><br />I can't vouch for your financial situations but after speading nearly 3 days trying to set up the Linksys when my wife finally said I should get this instead - this hooked up and connected instantly. No problems and I guess for the price it does look nice hooked in to the back of the Xbox. So you may not have as many problems as I do with the Linksys but if you have any questions or limited computer/networking ability this will be worth the price (only because nothing simplier does exist). So I would recommend this product if you want true plug-and-play which I don't believe the Linksys to be.<br /><br />I'm sure plently of people are happy with the Linksys, it just didn't work for me. So think first to avoid paying for both. I would go back and never buy the Linksys if I could",positive
"When I first heard of this game, I basically ignored it. Then, when I was visiting Gamestop one day, I decided to buy it. I was instantly amazed by the unique battle system, the bright and cheerful backdrops, (except for Twilight Town, that is) and the challenging and profound gameplay. <br />I have not played the first one, but I will probably get it from the virtual console on Wii.<br />One problem with the game is that it's too short",positive
"Paper Mario: The thousand year door is an awesome game! One time I played it for 4 hours straight, but your probubly wondering about the game, not me. Well, first of all, I would say this is a very creative game for everyone. The music and replay value arent to good, but it is definantly made up by the awesome gameplay, graphics, characters, and story. It made me laugh a few times and it was GREAT FUN when you first play it all the way through. The way it does battling is similar to pokemon, but a bit more complicated, but it is really fun. I realy like the punies and TEC the computer and yoshie. The bad guys are the X-nauts and I beat the crud out of them for what they did to TEC. As always, I highly recomend this game to anyone with a gamecube for someone who wants a pretty long and a bit of a challenging game",positive
"I've been playing Mario games since the original debut on the NES and am extremely happy with my purchase of this game.<br /><br />The RPG style is a great offshoot for the Mario franchise. The dialogue, animations, and surprises are hilarious, and the 30+ hours I spent playing the game were well worth it. There's a large amount of replayability as there are tons of badges and shine sprites to find.<br /><br />I will agree with a previous review about the frustration of not being able to skip cut scenes. Most of it is the pain of having to tab through tons of dialogue, which can grow tiresome if you get stuck at a certain point and have to consistently watch the same section over and over",positive
     I am an old lady trying to play a kids' game. I aprreciate the fact that this game explains the moves to me very clearly. I have enjoyed playing it and so have my grandchildren. I am very glad I purchased it,positive
"I bought Paper Mario 2 for my neice to play when she comes over to visit, now she comes over to play the game.  It has an interesting story line and many characters to interact with.  The puzzles are only moderatly hard so she hasn't gotten stuck and lost interest, but the story is long enough that we haven't just breezed through it either.  It's better if you take so side trips to work the missions and fight in the arena (where you can build up your levels faster).  You can also revisit previous lands and re-fight the random encounters.  <br /><br />The only drawback to the game play is the long cut screens that you have to read.  The game flow would be better if there was an option to read these to you, like Super Monkey Ball 2.  I know, I know, educational aspect of reading yourself, but that's her parents job, not mine :)<br /><br />Game masters will find this way too easy but if you just want entertainment without getting stuck for long periods of time on puzzles then Parper Mario 2 will work for you.<br /><br />Well worth the $20 pric",positive
"It is a fun first person, shooter game. The graphics are decent and the story line's ok. The game's play time is about 15 - 20 hours",positive
"I LOVE this game!  The storyline is wonderful!  I guess if you feel bored with the campaign, just go looking for easter eggs!  But what I LOVE is playing multiplayer!  And someone did bash the multiplayer, but there are TONS of rooms that will kick you out for cussing and/or killing your teammates!   I've had this game for years, and I never get tired of playing online!  Actually...it's kind of addicting...",positive
"This game is really good! I have a real up-to-date computer so everything runs fast and smooth. The multiplayer is great! You can play 1,000's of people in a huge number of maps and game styles. You can even type a message to your team or for everyone to hear! One of the down points is that in multilayer, someone may have modded a map to mess up the game or give them unlimited ammo and you get nothing. Another thing would be the lag. This is where the game moves real choppy or you lose the network connection. Still, its a really fun game",positive
"I'm 15 and I have Star Wars: Battlefront 1 and 2, Star Wars: Knights of the Old Republic 1 and 2, this game, and I'm getting LEGO Star Wars in the mail any day now.  I really like Star Wars: Battlefront 2 and Star Wars: Knights of the Old Republic 1, but this is a game that is hard to place as to how much I like it. <br /><br />I got this game 2 days ago after work at like 2 PM and I played it until like 1 AM and then I woke up the next day at about 9 AM and I beat it at maybe 1 PM.  So it took me about half a day to beat.  I was really mad when I beat it because I was having fun and it just suddenly ended.  And it was a really stupid ending too!  <br /><br />The Good:<br />- You have a really good control over your squad with a variety of different orders such as telling a squad mate to set up a sniping position in one spot or telling your slicer to slice open a door for you.  This is good so that you dont have to do everything yourself and you dont have to rely on your squad to give you covering fire when it takes a whole minute to slice into a computer data base.<br />-The weapons are pretty sweet and they are ones that you have never really seen before (except for maybe thermal detonators or a wookie bowcaster.)<br />-If you become incapacitated, you can tell your squad to come revive you, or if you don't feel like fighting, tell them to just maintain their current orders and revive you after the fighting is done.<br />-The way to heal yourself is a bacta station, which I think is better than running over a health container.<br />-The AI is good so your squad actually knows how to fight.<br /><br />The Bad:<br />-The game is a lot shorter than I expected with only about 3 different planets/ships<br />-There are only about 5 different enemies: Battle droids, Super Battle droids, Trandoshans, Geonosians, and Magna Guards.<br />-The enemies all act the same in every battle.<br />-Super Battle droids are really annoying in a fight because they are really tough to beat if you just have a blaster rife (unless you're a noob and play it on easy.)<br />-Telling your squad to do things gets repetative after a while.<br />-The ending sucks.<br />-Once you beat it, you can only play the game over on a harder setting, which is not really that fun, or play with your friends on multiplayers, which isn't fun either.  So you just put it back on the shelf for a while until you're bored and feel like playing it again.<br /><br />So, all-in-all, this is a really fun game until you beat it.  So I suggest that you pace yourself.",positive
This game is pretty cool u are in a 4 man squad made up of you the Leader (Orange) Scorch the demoshing guy (yellow) Fixer the guy who hacks into stuff (green) and Sev the sniper (red). I in this game it basicly is the battle of geonsis and wht happens from there to eposode 3. And amazingly it is almost just like halo! Ad in some parts has more blood to it like when you stab a alien with your knife the blood shoots on your visor (yes this game has more than robots). anyhow this game is becoming out dated so by it here. you'll love it ,positive
"This game is amazing. Unlike so many other star wars games, this is a first person shooter, which is a great touch to the star wars universe. I found the gameplay to be very well done with the healing stations on the battlefield and your squad always with you to revive you if you fall in battle. The coolest thing of all is that instead of carrying multiple weapons, you have attachments to one gun. The attachments are sniper, and rocket launcher. The single player campaign is outstanding, though the multiplayer is so-so. This game is simply a terrific Star Wars title",positive
"this game is very good <br />it jsut sucks u in and u cant quit, and before u know it, it is don",positive
"While the PS2 version is not really bad, it is horrible next to the near perfect versions on the Xbox and PC. The PS2's sound and music to Max Payne is uneven and really scatchy when the narrative scenes are on. The gameplay is still good, even though some areas are cut off do to the PS2's limitations but that doesn't hurt the gameplay too much. <br /><br />Graphics are also very scratchy, and so are the characters, even though all the versions of Max Payne don't have great character models, the PS2 version looks even more out of order.<br /><br />But the controls are better for PS2, the smaller controller the PS2 has really helps compared the Xbox controller and a keyboard.<br /><br />Still highly enjoyable, the game is still an intense action game with a lot of violence. If you can't get your hands on any other version, then the PS2 is perfect for you.",positive
"Excellente juego, es una verdadera simulacion de manejo, los graficos son de lo mejor, y las pistas parecen reales.<br />Es un juego al que hay que dedicarle muchas horas si se quiere avanzar",positive
"Its Gran Turismo, theres really nothing more to say. I own all the titles in this franchise and I have never been disappointed with any one of em. The series is really amazing. With every new release it only gets better. People should also try Tourist Trophy which is setting another standard in moto racing. ",positive
"THIS IS THE MOST COMPLETE AND MOST INTERESTING RACING GAME EVER DEVELOPED IN THE HISTORY OF VIDEO GAMES. THE BEST GRAPHICS, THE MOST CARS, THE PRECISE HANDLING AND DID I MENTION THE GRAPHICS. WOW. THIS IS AMAZING. PLAYING THIS GAME MAKES ME WONDER WHAT WOULD THE NEXT ONE WILL LOOK LIKE. HOW CAN SONY MAKE ANYTHING THAT'S BETTER THAN THIS? IT IS ALREADY THE BEST RACING GAME IN THE WORLD. IT IS SIMPLY AMAZING. NO OTHER GAME COULD EVER COME CLOSE. GRAN TURISMO HAS ALWAYS BEEN IMMITATED, BUT NEVER DUPLICATED. A FIVE OUT OF FIVE",positive
"This is a very flashy, very fun car chase shooting game. You get over 20 different vehicles and guns. The TV-like gameplay makes for a good story line. There's hardly any dialogue in the cut scenes, but this was one of the first PS2 games. Gran Theft Auto:$50. Driv3r:$30. Starsky and Hutch: priceless",positive
"We just got a PS2 after having no game system at all since the old Atari I had when I was 13.   So learning all the &quot;new fangled&quot; controls is a bit tricky.  Starsky and Hutch, as well as being a fun game, is straight-forward enough that the learning curve was easy and enabled me to get right into the action without having to die a thousand times just to learn how to maneouvre.   As I get better with the controller, the game is still proving to be fun and challenging without being frustrating",positive
"I haven't tried it with the light gun yet, but even with 2 dual-shocks this is a unique and accessible 2-player co-op game (one drives, one shoots) with decent replay value.  I don't think the difficulty can be increased, but it's fun to go back and beat your old scores and play with the unlocked cars.  i suppose it could be finished in a rental, but personally I find it's nice to own some simple co-op games like this that you can pop in and play right away if a friend shows up, esp. if that friend is not a hardcore gamer.  as a 1-Player game it starts to feel like GTA-lite after awhile, although for kids this one is better because it lacks the mature content",positive
"Cicken Little is a fantastic game. This game is full of diffrent things like little bit of fighting, sports, unioform hunt and more.The best part I like is the Carpool Craze.",positive
"what i mean here is about 3 and a half stars which in my little scheme of things means the good pretty clearly outweighs the bad and i recommend it with a bit of enthusiasm. 4 star games are very rare for me and this game made a good run at it. i can't even imagine a 5 star game. i've come to think there are too many inherent problems in games for 5 stars.<br /><br />anyway, ahem, this is about gun. a very nice game i looked forward to a lot. i played it just after it came out and hopefully havent forgotten too much about it.<br /><br />the positives:<br /><br />graphics! this seems to be a bit controversial as some people complain about them, but frankly i sometimes think people overrate realism and detail. gun's detail was not like, i dont know, half life 2 or something. i didn't repeatedly go wow, unbelievable todays technology! but i really enjoyed them. they were pretty to look at, they set the scene well and they were extremely refreshing- bright, colorful, open western vistas instead of dark, gloomy, tense, industrial, claustrophobic and filled with horror creatures and commandos like, i don't know, 95% of all shooters. it was lovely to ride my horse around spotting buffalo and hot springs and such. i appreciated that quite a bit.<br /><br />difficulty: well, i can't remember if this game had difficulty levels. but i like difficulty levels and make a bee line for the easy choice! i do not like dying! even if i can reload right away, and i am not too great at these games. well, so, up until the last part of the game (more about that later) i had no real problems and generally felt clever and talented but not coddled and unchallenged. the poker was too easy though and i could not get the hunting and gave up on it part way through (i thoroughly completed everything else).<br /><br />characters/voice acting: pretty good characters helped by superb voice acting. i don't want any spoilers here so i'll just say the quality of the characters was let down by the storyline, but i still liked them. and they looked pretty good to me.<br /><br />gameplay: it was quite fun and varied. it had some of the best bullet time ever (called quickdraw or something). i loved how you could flick target to target with a single button which not only made me feel more impressive but also raised the speed of mowing down enemies in a way that made it less ridiculous that i was beating 11 people in a gunfight. the horse riding was done very well and it was nice to pony express. i liked that poker was in it though found it a bit limited, and both the ranching and mining were really nice and helped fill out the world and the variety of things you do.<br /><br />length: i may be an exception, but the vast majority of games go too long for me. the feel of them and the things i do in them become redundant and i don't finish, so i like that gun seemed manageable. for the most part i was pleasantly full when i finished though perhaps finishing things was a little too cut and dried, like the way you can get every upgrade possible.<br /><br />the negative:<br /><br />story: it should have gone a bit lighter, i mean, it seemed to think it was some powerful clint eastwood directed western but unfortunatly computer games are not capable of pulling off anything nearly that sophisticated. they just have too much on their plate vis a vis gameplay and choice. the cutscenes and acting were nice, and it started solidly, but storywise it progressively deteriorated, or i guess was completely unable to fufill its set up. it gets a little hard to discuss without spoilers but, well, more romance would have been nice and the boss battle that goes on and on was not just difficult for me (remember how i hate that!), but it was irritatingly stupid, and senseless to the reality of the game.<br /><br />conclusion: wow, only one big negative, but the huge, long, ending boss battle really bugged me. really, good game though. oh, and by the way, i have a pretty midlevel computer (and fading fast) and didn't have any real technical problems, maybe a couple of ugly frame slowdowns, but mostly it was smooth. that's just, you know, for what that's worth. <br /><br />anyway, if some of what i am talking about makes sense to you go try this game out",positive
"Gun aims to be the Western version of GTA, but falls short.  Taking the non-linear, story-and-side-mission type action genre is a good idea, but the game just feels incomplete to me.  It is fun to play but on my medium/high end Pentium 4, 3 GHz, 1 MB RAM, GeForce 6800 GT system, the framerate slows down quite a bit.  Not just when entering new environments but at random times when I'm wondering why.  The game probably wasn't fully tested.<br /><br />The voice acting is good but the graphics aren't spectacular even at the highest level.  Of course I had to crank down the graphics to increase the performance.  Gameplay isn't bad but GTA is much better as tasks are more difficult and require more time to accomplish.  The game took about 8-10 hours to beat the story missions and 15-20 hours for me to acquire 100% completion.<br /><br />I also had an issue with not being able to assign some keys (like the semicolon key) to the game.  I hope there is a patch to correct annoying issues like this.  A funny part of the game is when talking to the people that give you tasks like the Indian hunter, marshal, and others.  They talk with their hands, and sometimes their hands move even when they're not saying anything.  It's downright hilarious in an untested sort of way.<br /><br />The game is good and received an editor's choice award in PC Gamer.  I think it's overrated, but they did mention framerate-hits and lower-standard graphics as Gun's weaknesses.  I give this game a 78% due to the many performance/graphical issues I've experienced.  Activision online technical support hasn't proven its worth to me, at least not yet.  Hopefully a patch will come out",positive
"I really enjoyed this game.  Yes, it is not perfect, but it is definitely worth the price of the game.  If you're looking for escape back to the old West, then this is your game.  As many of the reviewers have mentioned, there are some flaws in the game - if you can get past them, then I am positive you will enjoy the game.  <br /><br />The horse riding is fun, but I also found myself enjoying the plot - it plays like a movie.  The cut scenes are great fun to watch and are well (voice) acted.  The graphics are detailed as well.  I found that the artists took their time in modeling the weaponry of the era and it likely very historically accurate (a big plus).<br /><br />If you have ever wanted to be the star of a Western, this is your chance.  If you like TV shows and movies such as Gunsmoke, Deadwood, and Once Upon a Time in the West you'll probably wonder where this game has been...I did.",positive
"I guess this is a good buy, especially when Corporate Vice President and Chief XNA Architect of Microsoft says so.  I just thought it was interesting when J Allard gave a review of this product on Amazon.co",positive
"The XBOX 360 Live 12 month kit is the best deal for anyone who needs to sign up or renew their Live account, even if you do have the headset. The card itself is $50, and the points, bonus game, and $20 dollars off a new game (limited time offer) easily helps to make your money back. Even if they didn't include the rebate, it would still be less than buying these parts separate. In fact, it's almost like you're getting a headset for free!<br /><br />So, like I said, if you need live, buy.<br /><br />Also, this is the bundle which someone earlier stated was cheaper at Best Buy. I checked, and he was mistaking the card for the kit",positive
"This is the KIT not just a card.  A previous review indicated that bestbuy.com was selling this for $49.99. That is not correct.  They are selling the CARD for $49.99.  This kit comes with the card plus several other components, thus making it $20 more.  You may find this kit cheaper elsewhere, but not significantly.  It does what it intends to do.  ",positive
"The game has a LOT of plot development and cutscenes.  If you are into it then that's great.  I find I scan for the gist and then move on to the next dialogue.  That being said, all of the backgrounds are simply the best ever put on screen.  I find myself actually commenting aloud to myself how beautiful the game is.  The action is good and the plot does suck you in.  Nothing novel in the battle system, while the plot managed to surprise me after playing both of it's predecessors.  Completely worth your while",positive
"Xenosaga Episode I remains a type of paragon for a story and character driven RPG.  There was so much to tell in the game that players looking to sink their teeth into a 40 or so hour cinematic RPG wouldn't need to look any further, and would also be very satisfied.  Episode II was a bit shorter and not quite as good as the first installment.  However, Xenosaga III is as good as an RPG can get.  I love to watch films with solid plots and memorable, meaningful characters. It is a pleasure to experience a video game that can achieve that kind of involvement through a long period of 40+ hours.  Episode III, throughout its duration, constantly engrosses the player with the many plot developments, flashbacks, and insights into the many characters.  Every primary characater is respected with deep explorations into their own motives and agendas.  Everything about the game is meticulously crafted.  Every bit of plot and dialogue builds upon itself from the intro all the way to the conculsion, and still there is room for much more to be pondered.  <br /><br />There are some very memorable music pieces in the game which really accecntuate the current mood.  They really serve to bring the emotional weight of the characters to life.  The voice acting is great all-around.  There never is a moment when the acting sounds forced or laughable.  <br /><br />The difficulty is, for the most part, quite easy.  It is only until the near end of the game where some bosses may cause you to see the Game Over screen a few too many times.  I actually spent three days stuck on one boss.  The solution to this was to stay driven and continue to try different strategies.  The good thing is that your characters can be switched out at any time and even though the battle parties only consist of three members, the rest of your comrades whether they are in battle or not will also receive experience points from fighting and will stay leveled with your main battle members.  This way, you can use them later for crucial battles when they are needed without having to take the trouble to level them.<br /><br />I enjoyed Xenosaga III from beginning to end.  A game like this is especially a treat to a player who appreciates an in-depth, character driven, plot-heavy game.  The philosophical and theological themes explored within in it raise many questions about human beings and the world.  There are characters who fight and give their lives for ideals.  There are also individuals who struggle to find the meaning in their own lives and what path they should take.  The role of destinty and fate are strong components in the game.  There is always something brewing throughout this adventure.  There is always something that captivates you and makes you think twice about setting the controller down.  <br />",positive
